行 ID,订单ID,产品id,客户 ID,发货日期,国家,地区,城市,子类别,客户名称,省/自治区,类别,细分,订单日期,销售经理,利润,折扣,数量,是否退回,计划发货天数,销售额,实际发货时间,利润异常值标记,是否超时,销售额异常值标记
137,3969050,夏装—长裙—2425,施奇-11410,2024-1-20,中国,西南,绵阳,长裙,施奇,四川,夏装,消费者,2024-1-18,姜伟,16.464,0.4,4,0,1,248.304,2,0,1,0
138,3969050,秋装—秋裤—4759,施奇-11410,2024-1-20,中国,西南,绵阳,秋裤,施奇,四川,秋装,消费者,2024-1-18,姜伟,-215.068,0.4,1,0,1,416.052,2,0,1,0
139,4246507,夏装—长裙—2425,蒋冬-12370,2024-1-20,中国,华北,天津,长裙,蒋冬露,天津,夏装,消费者,2024-1-18,张怡莲,103.32,0,2,0,1,235.2,2,0,1,0
140,3342061,冬装—帽子—1898,蒋冬-12370,2024-1-22,中国,华北,沧州,帽子,蒋冬露,河北,冬装,消费者,2024-1-18,张怡莲,48.72,0,4,0,6,188.16,4,0,-1,0
141,3706710,冬装—棉袜—4429,秦君-15175,2024-1-22,中国,东北,沈阳,棉袜,秦君,辽宁,冬装,小型企业,2024-1-18,郝杰,18.34,0.4,5,0,6,376.74,4,0,-1,0
142,4537572,冬装—围巾—1047,钱宁-18655,2024-1-23,中国,华北,天津,围巾,钱宁,天津,冬装,公司,2024-1-18,张怡莲,72.8,0,1,0,3,269.92,5,0,1,0
143,4537572,冬装—围巾—1047,钱宁-18655,2024-1-23,中国,华北,天津,围巾,钱宁,天津,冬装,公司,2024-1-18,张怡莲,394.8,0,4,0,3,878.08,5,0,1,0
144,4537572,冬装—围巾—1047,钱宁-18655,2024-1-23,中国,华北,天津,围巾,钱宁,天津,冬装,公司,2024-1-18,张怡莲,2604.84,0,6,0,3,5542.32,5,1,1,1
145,1105815,夏装—长裙—2425,曹欢-14200,2024-1-23,中国,华北,辛置,长裙,曹欢悦,山西,夏装,小型企业,2024-1-18,张怡莲,739.62,0,3,0,3,1608.18,5,1,1,0
146,2146974,夏装—短袖—1460,范刚-13135,2024-1-24,中国,华东,蒙阴,短袖,范刚,山东,夏装,消费者,2024-1-18,杨洪光,1526.84,0,2,0,6,4362.68,6,1,0,1
147,1230612,冬装—棉袜—4429,武欢-14260,2024-1-21,中国,中南,江门,棉袜,武欢,广东,冬装,小型企业,2024-1-19,王倩倩,484.4,0,5,0,1,1077.3,2,0,1,0
148,4242366,冬装—保暖内衣—1614,熊荣-19720,2024-1-24,中国,东北,大连,保暖内衣,熊荣,辽宁,冬装,消费者,2024-1-20,郝杰,52.08,0,2,0,6,475.72,4,0,-1,0
149,1346492,夏装—长裙—2425,朱丽-17335,2024-1-24,中国,中南,武汉,长裙,朱丽丽,湖北,夏装,小型企业,2024-1-20,王倩倩,-19.88,0.4,2,0,6,131.04,4,0,-1,0
150,4242366,冬装—围巾—1047,熊荣-19720,2024-1-24,中国,东北,大连,围巾,熊荣,辽宁,冬装,消费者,2024-1-20,郝杰,1.96,0,2,0,6,100.52,4,0,-1,0
151,3028018,夏装—短袖—1460,范雯-21685,2024-1-25,中国,东北,吉林市,短袖,范雯,吉林,夏装,小型企业,2024-1-20,郝杰,22.4,0,5,0,6,1130.5,5,0,-1,0
152,3028018,秋装—外套—4928,范雯-21685,2024-1-25,中国,东北,吉林市,外套,范雯,吉林,秋装,小型企业,2024-1-20,郝杰,291.2,0,5,0,6,7284.9,5,0,-1,1
153,3028018,秋装—秋裤—4759,范雯-21685,2024-1-25,中国,东北,吉林市,秋裤,范雯,吉林,秋装,小型企业,2024-1-20,郝杰,424.2,0,3,0,6,2653.56,5,0,-1,0
154,3028018,夏装—短裙—2151,范雯-21685,2024-1-25,中国,东北,吉林市,短裙,范雯,吉林,夏装,小型企业,2024-1-20,郝杰,-374.115,0.25,3,0,6,2804.445,5,0,-1,0
155,2130965,秋装—外套—4928,邱博-10495,2024-1-26,中国,中南,吴川,外套,邱博,广东,秋装,公司,2024-1-20,王倩倩,72.38,0,1,0,6,402.22,6,0,0,0
156,3230180,夏装—短袖—1460,陶昌-11065,2024-1-22,中国,华北,邯郸,短袖,陶昌,河北,夏装,消费者,2024-1-21,张怡莲,39.62,0,1,0,1,247.8,1,0,0,0
157,3230180,冬装—围巾—1047,陶昌-11065,2024-1-22,中国,华北,邯郸,围巾,陶昌,河北,冬装,消费者,2024-1-21,张怡莲,108.78,0,7,0,1,304.78,1,0,0,0
158,3230180,冬装—围巾—1047,陶昌-11065,2024-1-22,中国,华北,邯郸,围巾,陶昌,河北,冬装,消费者,2024-1-21,张怡莲,477.4,0,2,0,1,1193.92,1,0,0,0
159,3807036,冬装—毛衣—0979,曹灵-17590,2024-1-25,中国,华东,洛阳,毛衣,曹灵,福建,冬装,公司,2024-1-21,杨洪光,0,0,2,0,6,5288.36,4,0,-1,1
160,3807036,冬装—手套—0574,曹灵-17590,2024-1-25,中国,华东,洛阳,手套,曹灵,福建,冬装,公司,2024-1-21,杨洪光,6.16,0,2,0,6,123.2,4,0,-1,0
161,5278404,冬装—棉袜—4429,林磊-16045,2024-1-26,中国,华北,北京,棉袜,林磊,北京,冬装,小型企业,2024-1-21,张怡莲,381.92,0,11,0,6,2551.78,5,0,-1,0
162,3589017,冬装—手套—0574,巩辉-12595,2024-1-26,中国,华东,宿州,手套,巩辉,安徽,冬装,消费者,2024-1-21,杨洪光,27.048,0.2,2,0,3,363.328,5,0,1,0
163,1573785,夏装—短裙—2151,龙谦-19300,2024-1-27,中国,东北,汪清,短裙,龙谦,吉林,夏装,消费者,2024-1-21,郝杰,-431.83,0.25,2,0,6,6476.61,6,-1,0,1
164,2470286,冬装—冲锋衣—0344,钱幂-18070,2024-1-27,中国,中南,浯溪,冲锋衣,钱幂,湖南,冬装,小型企业,2024-1-21,王倩倩,49.56,0,3,0,6,146.58,6,0,0,0
165,1573785,秋装—秋衣—2874,龙谦-19300,2024-1-27,中国,东北,汪清,秋衣,龙谦,吉林,秋装,消费者,2024-1-21,郝杰,192.64,0,4,0,6,550.48,6,0,0,0
166,5173564,夏装—短裤—0339,肖冬-12400,2024-1-23,中国,东北,延吉,短裤,肖冬露,吉林,夏装,小型企业,2024-1-22,郝杰,403.34,0,1,0,1,806.68,1,0,0,0
167,4497265,冬装—棉衣—3093,谭君-15265,2024-1-24,中国,华东,曲阜,棉衣,谭君,山东,冬装,公司,2024-1-22,杨洪光,51.1,0,5,0,1,255.5,2,0,1,0
168,2575295,冬装—围巾—1047,马雯-21760,2024-1-24,中国,东北,珲春,围巾,马雯,吉林,冬装,公司,2024-1-22,郝杰,124.04,0,2,0,3,443.24,2,0,-1,0
169,1778069,冬装—帽子—1898,谭临-17455,2024-1-25,中国,华东,余姚,帽子,谭临耀,浙江,冬装,消费者,2024-1-22,杨洪光,0.924,0.4,3,0,1,55.944,3,0,1,0
170,1778069,冬装—棉衣—3093,谭临-17455,2024-1-25,中国,华东,余姚,棉衣,谭临耀,浙江,冬装,消费者,2024-1-22,杨洪光,-25.956,0.4,3,0,1,103.824,3,0,1,0
171,1778069,夏装—长裙—2425,谭临-17455,2024-1-25,中国,华东,余姚,长裙,谭临耀,浙江,夏装,消费者,2024-1-22,杨洪光,-89.208,0.4,3,0,1,411.012,3,0,1,0
172,2505404,冬装—围巾—1047,陶磊-16105,2024-1-26,中国,东北,开原,围巾,陶磊,辽宁,冬装,公司,2024-1-22,郝杰,29.4,0,1,0,3,81.76,4,0,1,0
173,5966135,冬装—毛衣—0979,王庆-19555,2024-1-26,中国,中南,荆州,毛衣,王庆缘,湖北,冬装,消费者,2024-1-22,王倩倩,-7.896,0.4,2,0,6,472.584,4,0,-1,0
174,3382200,秋装—裤子—2893,付荣-19690,2024-1-26,中国,东北,沈阳,裤子,付荣,辽宁,秋装,消费者,2024-1-22,郝杰,-91.336,0.4,1,0,6,1824.144,4,0,-1,0
175,5477816,夏装—短裙—2151,柯强-19360,2024-1-25,中国,中南,惠州,短裙,柯强,广东,夏装,消费者,2024-1-23,王倩倩,1813.525,0.25,5,0,3,9068.325,2,1,-1,1
176,2919347,冬装—冲锋衣—0344,许根-13240,2024-1-27,中国,东北,鹤岗,冲锋衣,许根基,黑龙江,冬装,小型企业,2024-1-23,郝杰,0.42,0,1,0,6,23.52,4,0,-1,0
177,1610589,秋装—秋裤—4759,蒋光-13360,2024-1-27,中国,中南,埠河,秋裤,蒋光,湖北,秋装,小型企业,2024-1-23,王倩倩,-285.712,0.4,4,0,6,1904.448,4,0,-1,0
178,1610589,秋装—秋衣—2874,蒋光-13360,2024-1-27,中国,中南,埠河,秋衣,蒋光,湖北,秋装,小型企业,2024-1-23,王倩倩,-71.904,0.4,2,0,6,1436.736,4,0,-1,0
179,5339863,冬装—保暖内衣—1614,孙诚-11320,2024-1-27,中国,华东,胶州,保暖内衣,孙诚,山东,冬装,消费者,2024-1-23,杨洪光,12.6,0,3,0,6,633.36,4,0,-1,0
180,4217149,冬装—围巾—1047,徐岱-11875,2024-1-28,中国,西北,西安,围巾,徐岱,陕西,冬装,公司,2024-1-23,江奕健,730.8,0,6,0,6,1701,5,1,-1,0
181,2518780,冬装—手套—0574,丁妮-18610,2024-1-28,中国,西南,昆明,手套,丁妮,云南,冬装,公司,2024-1-23,姜伟,17.08,0,1,0,6,245.56,5,0,-1,0
182,1711156,冬装—羽绒服—0928,樊彩-10630,2024-1-28,中国,西南,成都,羽绒服,樊彩,四川,冬装,小型企业,2024-1-23,姜伟,123.48,0,3,0,6,247.38,5,0,-1,0
183,4217149,冬装—帽子—1898,徐岱-11875,2024-1-28,中国,西北,西安,帽子,徐岱,陕西,冬装,公司,2024-1-23,江奕健,108.08,0,2,0,6,284.48,5,0,-1,0
184,5840887,冬装—棉袜—4429,韦诚-11365,2024-1-26,中国,东北,沈阳,棉袜,韦诚,辽宁,冬装,公司,2024-1-24,郝杰,-6.048,0.4,8,0,1,319.872,2,0,1,0
185,4246507,秋装—裤子—2893,龚松-20710,2024-1-26,中国,东北,辽阳,裤子,龚松,辽宁,秋装,小型企业,2024-1-24,郝杰,-535.808,0.4,4,0,3,803.712,2,-1,-1,0
186,4246507,冬装—棉袜—4429,龚松-20710,2024-1-26,中国,东北,辽阳,棉袜,龚松,辽宁,冬装,小型企业,2024-1-24,郝杰,-199.08,0.4,5,0,3,397.32,2,0,-1,0
187,5631342,冬装—围巾—1047,林德-12175,2024-1-27,中国,华东,宿州,围巾,林德伟,安徽,冬装,公司,2024-1-24,杨洪光,200.48,0,2,0,1,501.48,3,0,1,0
188,3922494,夏装—长裙—2425,袁岱-11905,2024-1-27,中国,西南,广元,长裙,袁岱,四川,夏装,小型企业,2024-1-24,姜伟,-107.856,0.4,4,0,3,179.424,3,0,0,0
189,5834678,夏装—长裙—2425,李彩-10675,2024-1-28,中国,东北,桦甸,长裙,李彩,吉林,夏装,消费者,2024-1-24,郝杰,20.3,0,1,0,6,88.62,4,0,-1,0
190,5834678,冬装—毛衣—0979,李彩-10675,2024-1-28,中国,东北,桦甸,毛衣,李彩,吉林,冬装,消费者,2024-1-24,郝杰,291.06,0,3,0,6,1005.06,4,0,-1,0
191,5834678,夏装—短袖—1460,李彩-10675,2024-1-28,中国,东北,桦甸,短袖,李彩,吉林,夏装,消费者,2024-1-24,郝杰,701.12,0,2,0,6,1558.2,4,1,-1,0
192,4164715,夏装—短袖—1460,巩关-15595,2024-1-28,中国,东北,抚顺,短袖,巩关茵,辽宁,夏装,公司,2024-1-24,郝杰,302.848,0.4,2,0,6,2596.608,4,0,-1,0
193,4164715,冬装—棉衣—3093,巩关-15595,2024-1-28,中国,东北,抚顺,棉衣,巩关茵,辽宁,冬装,公司,2024-1-24,郝杰,-167.076,0.4,9,0,6,343.224,4,0,-1,0
194,4164715,冬装—羽绒服—0928,巩关-15595,2024-1-28,中国,东北,抚顺,羽绒服,巩关茵,辽宁,冬装,公司,2024-1-24,郝杰,131.88,0,2,0,6,439.6,4,0,-1,0
195,4505574,冬装—毛衣—0979,佘彩-10735,2024-1-30,中国,西南,内江,毛衣,佘彩,四川,冬装,消费者,2024-1-24,姜伟,-7.644,0.4,3,0,6,444.276,6,0,0,0
196,3211633,冬装—棉袜—4429,李黎-16375,2024-1-31,中国,东北,前郭,棉袜,李黎明,吉林,冬装,小型企业,2024-1-24,郝杰,41.44,0,2,0,6,346.64,7,0,1,0
197,3211633,秋装—秋裤—4759,李黎-16375,2024-1-31,中国,东北,前郭,秋裤,李黎明,吉林,秋装,小型企业,2024-1-24,郝杰,775.32,0,2,0,6,2982.56,7,1,1,0
198,4180783,冬装—棉衣—3093,涂丽-15955,2024-1-27,中国,中南,武汉,棉衣,涂丽,湖北,冬装,消费者,2024-1-25,王倩倩,18.2,0.4,2,0,1,109.2,2,0,1,0
199,1973789,冬装—棉袜—4429,涂博-10585,2024-1-28,中国,华东,泉州,棉袜,涂博,福建,冬装,消费者,2024-1-25,杨洪光,48.3,0,3,0,1,606.06,3,0,1,0
200,5834341,冬装—棉袜—4429,楚伟-21445,2024-1-28,中国,华北,乌海,棉袜,楚伟,内蒙古,冬装,公司,2024-1-25,张怡莲,-59.388,0.4,3,0,1,208.152,3,0,1,0
201,1973789,冬装—毛衣—0979,涂博-10585,2024-1-28,中国,华东,泉州,毛衣,涂博,福建,冬装,消费者,2024-1-25,杨洪光,222.88,0,4,0,1,720.72,3,0,1,0
202,3852845,冬装—帽子—1898,袁梅-18130,2024-1-30,中国,华北,包头,帽子,袁梅,内蒙古,冬装,公司,2024-1-25,张怡莲,13.944,0.4,6,0,6,144.144,5,0,-1,0
203,5235171,冬装—冲锋衣—0344,楚娟-15115,2024-1-30,中国,中南,武汉,冲锋衣,楚娟,湖北,冬装,消费者,2024-1-25,王倩倩,31.36,0,7,0,6,213.64,5,0,-1,0
204,4200185,冬装—帽子—1898,薛立-16675,2024-1-30,中国,东北,抚顺,帽子,薛立伟,辽宁,冬装,公司,2024-1-25,郝杰,-18.984,0.4,2,0,3,282.576,5,0,1,0
205,5740094,夏装—短袖—1460,戴康-15415,2024-1-28,中国,华东,上海,短袖,戴康,上海,夏装,消费者,2024-1-26,杨洪光,240.24,0,1,0,3,775.32,2,0,-1,0
206,5740094,夏装—短袖—1460,戴康-15415,2024-1-28,中国,华东,上海,短袖,戴康,上海,夏装,消费者,2024-1-26,杨洪光,5834.64,0,6,0,3,13261.08,2,1,-1,1
207,5022660,冬装—帽子—1898,薛光-13405,2024-1-29,中国,华东,十字路,帽子,薛光,山东,冬装,消费者,2024-1-26,杨洪光,89.6,0,4,0,1,236.88,3,0,1,0
208,3361827,冬装—毛衣—0979,夏惠-14320,2024-1-30,中国,华北,保定,毛衣,夏惠英,河北,冬装,消费者,2024-1-26,张怡莲,126,0,3,0,3,1263.36,4,0,1,0
209,4269674,夏装—短袖—1460,巩晒-19795,2024-1-31,中国,西南,乐山,短袖,巩晒明,四川,夏装,小型企业,2024-1-26,姜伟,-329.196,0.4,3,0,6,789.264,5,0,-1,0
210,2544332,夏装—短裤—0339,黄涛-21190,2024-1-27,中国,华东,临沂,短裤,黄涛,山东,夏装,小型企业,2024-1-27,杨洪光,1194.9,0,3,0,0,2390.22,0,1,0,0
211,2544332,秋装—秋裤—4759,黄涛-21190,2024-1-27,中国,华东,临沂,秋裤,黄涛,山东,秋装,小型企业,2024-1-27,杨洪光,0,0,3,0,0,3326.4,0,0,0,0
212,2484493,冬装—棉袜—4429,黄岱-11860,2024-1-29,中国,西南,重庆,棉袜,黄岱,重庆,冬装,消费者,2024-1-27,姜伟,12.88,0,4,0,1,663.04,2,0,1,0
213,1047687,冬装—帽子—1898,唐安-10240,2024-1-29,中国,中南,南宁,帽子,唐安,广西,冬装,消费者,2024-1-27,王倩倩,23.52,0,2,0,3,124.32,2,0,-1,0
214,2698139,秋装—裤子—2893,韦实-20275,2024-1-30,中国,华东,上海,裤子,韦实,上海,秋装,消费者,2024-1-27,杨洪光,2249.52,0,2,1,3,6080.48,3,1,0,1
215,2698139,冬装—棉袜—4429,韦实-20275,2024-1-30,中国,华东,上海,棉袜,韦实,上海,冬装,消费者,2024-1-27,杨洪光,149.1,0,3,0,3,382.62,3,0,0,0
216,2698139,夏装—短裙—2151,韦实-20275,2024-1-30,中国,华东,上海,短裙,韦实,上海,夏装,消费者,2024-1-27,杨洪光,-180.656,0.4,4,0,3,5404.224,3,0,0,1
217,4647823,夏装—短裙—2151,贺舟-11425,2024-2-1,中国,东北,佳木斯,短裙,贺舟,黑龙江,夏装,消费者,2024-1-27,郝杰,459.62,0.25,1,0,6,1814.4,5,0,-1,0
218,1587245,冬装—保暖内衣—1614,殷昌-11080,2024-2-1,中国,华东,富阳,保暖内衣,殷昌,浙江,冬装,消费者,2024-1-27,杨洪光,353.78,0,7,0,6,1611.12,5,0,-1,0
219,2381293,冬装—围巾—1047,谢君-15190,2024-2-2,中国,东北,沈阳,围巾,谢君,辽宁,冬装,消费者,2024-1-27,郝杰,189.14,0,7,0,6,1581.72,6,0,0,0
220,2381293,冬装—保暖内衣—1614,谢君-15190,2024-2-2,中国,东北,沈阳,保暖内衣,谢君,辽宁,冬装,消费者,2024-1-27,郝杰,100.8,0,2,0,6,252,6,0,0,0
221,2706465,冬装—保暖内衣—1614,段强-19420,2024-1-28,中国,东北,青冈,保暖内衣,段强,黑龙江,冬装,公司,2024-1-28,郝杰,29.4,0,2,0,0,147,0,0,0,0
222,4037167,冬装—保暖内衣—1614,巩凤-12880,2024-1-28,中国,东北,朝阳,保暖内衣,巩凤,吉林,冬装,公司,2024-1-28,郝杰,168,0,5,0,0,674.1,0,0,0,0
223,2706465,冬装—帽子—1898,段强-19420,2024-1-28,中国,东北,青冈,帽子,段强,黑龙江,冬装,公司,2024-1-28,郝杰,463.54,0,7,0,0,1717.94,0,0,0,0
224,2267443,冬装—围巾—1047,韦华-14095,2024-1-30,中国,西南,重庆,围巾,韦华,重庆,冬装,公司,2024-1-28,姜伟,744.8,0,7,0,1,4382.56,2,1,1,1
225,2098822,夏装—短袖—1460,肖菊-15010,2024-2-1,中国,东北,沈阳,短袖,肖菊,辽宁,夏装,公司,2024-1-28,郝杰,-453.46,0.4,5,0,6,754.74,4,-1,-1,0
226,3737485,夏装—短袖—1460,麦德-12085,2024-2-1,中国,西北,石河子,短袖,麦德,新疆,夏装,公司,2024-1-28,江奕健,336,0,2,0,6,1681.12,4,0,-1,0
227,5057492,冬装—毛衣—0979,韦锦-14950,2024-2-2,中国,中南,株洲,毛衣,韦锦,湖南,冬装,消费者,2024-1-28,王倩倩,28.84,0,1,0,3,1445.5,5,0,1,0
228,1951831,秋装—裤子—2893,林康-15400,2024-2-2,中国,华东,滁州,裤子,林康,安徽,秋装,公司,2024-1-28,杨洪光,31.78,0,1,0,6,637,5,0,-1,0
229,5598912,冬装—毛衣—0979,袁丽-16285,2024-1-29,中国,华北,辛集,毛衣,袁丽美,河北,冬装,小型企业,2024-1-29,张怡莲,359.8,0,2,0,0,922.6,0,0,0,0
230,5598912,夏装—短袖—1460,袁丽-16285,2024-1-29,中国,华北,辛集,短袖,袁丽美,河北,夏装,小型企业,2024-1-29,张怡莲,368.76,0,6,0,0,2462.88,0,0,0,0
231,1726701,冬装—毛衣—0979,邵绅-19990,2024-2-3,中国,华北,北京,毛衣,邵绅,北京,冬装,消费者,2024-1-29,张怡莲,26.18,0,1,0,6,292.18,5,0,-1,0
232,1574908,夏装—短裤—0339,彭琼-19645,2024-2-5,中国,华北,邯郸,短裤,彭琼,河北,夏装,公司,2024-1-29,张怡莲,1244.32,0,4,0,6,2765.84,7,1,1,0
233,4448783,冬装—冲锋衣—0344,苏姝-20485,2024-2-1,中国,华北,塘沽,冲锋衣,苏姝,天津,冬装,小型企业,2024-1-30,张怡莲,6.72,0,2,0,3,63,2,0,-1,0
234,4448783,冬装—帽子—1898,苏姝-20485,2024-2-1,中国,华北,塘沽,帽子,苏姝,天津,冬装,小型企业,2024-1-30,张怡莲,438.9,0,5,0,3,1127,2,0,-1,0
235,5199872,冬装—冲锋衣—0344,葛欢-14215,2024-2-2,中国,东北,营口,冲锋衣,葛欢,辽宁,冬装,公司,2024-1-30,郝杰,2.94,0,3,0,3,99.96,3,0,0,0
236,5048976,秋装—裤子—2893,郝升-20095,2024-2-2,中国,中南,耒阳,裤子,郝升,湖南,秋装,消费者,2024-1-30,王倩倩,233.52,0,2,0,1,1557.08,3,0,1,0
237,5048976,冬装—围巾—1047,郝升-20095,2024-2-2,中国,中南,耒阳,围巾,郝升,湖南,冬装,消费者,2024-1-30,王倩倩,2370.9,0,5,0,1,4741.8,3,1,1,1
238,5048976,冬装—羽绒服—0928,郝升-20095,2024-2-2,中国,中南,耒阳,羽绒服,郝升,湖南,冬装,消费者,2024-1-30,王倩倩,40.88,0,4,0,1,342.72,3,0,1,0
239,5048976,秋装—外套—4928,郝升-20095,2024-2-2,中国,中南,耒阳,外套,郝升,湖南,秋装,消费者,2024-1-30,王倩倩,7.14,0,3,0,1,722.82,3,0,1,0
240,5048976,秋装—秋裤—4759,郝升-20095,2024-2-2,中国,中南,耒阳,秋裤,郝升,湖南,秋装,消费者,2024-1-30,王倩倩,353.78,0,7,0,1,11813.9,3,0,1,1
241,2859473,冬装—帽子—1898,施平-19180,2024-2-3,中国,中南,浯溪,帽子,施平,湖南,冬装,小型企业,2024-1-30,王倩倩,28.14,0,3,0,6,61.74,4,0,-1,0
242,3964185,冬装—帽子—1898,佟斯-21025,2024-2-4,中国,东北,大连,帽子,佟斯云,辽宁,冬装,小型企业,2024-1-30,郝杰,-376.32,0.4,7,0,3,626.22,5,0,1,0
243,1734605,冬装—帽子—1898,楚丽-17320,2024-2-4,中国,中南,邓州,帽子,楚丽丽,河南,冬装,小型企业,2024-1-30,王倩倩,73.36,0,4,0,6,160.16,5,0,-1,0
244,1187433,夏装—长裙—2425,邢立-16645,2024-2-4,中国,西南,成都,长裙,邢立荣,四川,夏装,消费者,2024-1-30,姜伟,-103.068,0.4,3,0,6,475.272,5,0,-1,0
245,1187433,冬装—毛衣—0979,邢立-16645,2024-2-4,中国,西南,成都,毛衣,邢立荣,四川,冬装,消费者,2024-1-30,姜伟,171.584,0.4,8,0,6,1718.304,5,0,-1,0
246,2596183,冬装—羽绒服—0928,薛君-15205,2024-2-4,中国,华东,丰县,羽绒服,薛君,江苏,冬装,消费者,2024-1-31,杨洪光,153.44,0,4,0,6,903.84,4,0,-1,0
247,1255631,秋装—秋衣—2874,范晒-19780,2024-2-4,中国,东北,朗乡,秋衣,范晒明,黑龙江,秋装,消费者,2024-1-31,郝杰,149.1,0,5,0,3,746.9,4,0,1,0
248,1255631,秋装—秋衣—2874,范晒-19780,2024-2-4,中国,东北,朗乡,秋衣,范晒明,黑龙江,秋装,消费者,2024-1-31,郝杰,215.04,0,4,0,3,1957.76,4,0,1,0
249,2596183,冬装—围巾—1047,薛君-15205,2024-2-4,中国,华东,丰县,围巾,薛君,江苏,冬装,消费者,2024-1-31,杨洪光,571.2,0,5,0,6,3007.2,4,0,-1,0
250,1255631,冬装—棉袜—4429,范晒-19780,2024-2-4,中国,东北,朗乡,棉袜,范晒明,黑龙江,冬装,消费者,2024-1-31,郝杰,109.76,0,4,0,3,354.48,4,0,1,0
251,1255631,夏装—短袖—1460,范晒-19780,2024-2-4,中国,东北,朗乡,短袖,范晒明,黑龙江,夏装,消费者,2024-1-31,郝杰,80.08,0,4,0,3,2672.32,4,0,1,0
252,4957098,冬装—帽子—1898,徐婵-11005,2024-2-5,中国,华东,宿州,帽子,徐婵,安徽,冬装,小型企业,2024-1-31,杨洪光,36.12,0,2,0,6,106.96,5,0,-1,0
253,2829745,夏装—短袖—1460,唐爽-20560,2024-2-7,中国,中南,皇岗,短袖,唐爽,广东,夏装,小型企业,2024-1-31,王倩倩,443.044,0.1,2,0,6,1533.924,7,0,1,0
254,4820840,秋装—外套—4928,薛君-15205,2024-2-6,中国,华北,济宁,外套,薛君,内蒙古,秋装,消费者,2024-2-1,张怡莲,182.784,0.4,4,0,6,1832.544,5,0,-1,0
255,4725073,冬装—毛衣—0979,肖良-17125,2024-2-6,中国,华北,包头,毛衣,肖良,内蒙古,冬装,消费者,2024-2-1,张怡莲,-2587.956,0.4,3,0,3,4196.304,5,-1,1,1
256,4725073,冬装—棉衣—3093,肖良-17125,2024-2-6,中国,华北,包头,棉衣,肖良,内蒙古,冬装,消费者,2024-2-1,张怡莲,12.32,0.4,4,0,3,94.08,5,0,1,0
257,4026974,冬装—羽绒服—0928,牛惠-14410,2024-2-6,中国,中南,珠海,羽绒服,牛惠,广东,冬装,小型企业,2024-2-1,王倩倩,291.2,0,5,0,6,662.9,5,0,-1,0
258,4820840,秋装—秋衣—2874,薛君-15205,2024-2-6,中国,华北,济宁,秋衣,薛君,内蒙古,秋装,消费者,2024-2-1,张怡莲,-321.216,0.4,3,0,6,713.664,5,0,-1,0
259,4820840,夏装—短裤—0339,薛君-15205,2024-2-6,中国,华北,济宁,短裤,薛君,内蒙古,夏装,消费者,2024-2-1,张怡莲,0,0.4,7,0,6,2372.58,5,0,-1,0
260,2828982,夏装—短裤—0339,熊光-13390,2024-2-7,中国,华东,晋江,短裤,熊光,福建,夏装,小型企业,2024-2-1,杨洪光,1922.76,0,6,0,6,4807.32,6,1,0,1
261,2828982,秋装—秋裤—4759,熊光-13390,2024-2-7,中国,华东,晋江,秋裤,熊光,福建,秋装,小型企业,2024-2-1,杨洪光,231.42,0,1,0,6,798.42,6,0,0,0
262,2828982,冬装—帽子—1898,熊光-13390,2024-2-7,中国,华东,晋江,帽子,熊光,福建,冬装,小型企业,2024-2-1,杨洪光,436.8,0,4,0,6,949.76,6,0,0,0
263,3636322,冬装—保暖内衣—1614,邱刚-13120,2024-2-8,中国,华北,张家口,保暖内衣,邱刚,河北,冬装,公司,2024-2-1,张怡莲,110.88,0,2,0,6,222.04,7,0,1,0
264,1860599,冬装—棉衣—3093,严恒-13660,2024-2-4,中国,东北,辽阳,棉衣,严恒,辽宁,冬装,消费者,2024-2-2,郝杰,-82.88,0.4,5,0,3,145.32,2,0,-1,0
265,2883758,夏装—短袖—1460,韩莞-13255,2024-2-4,中国,华北,北京,短袖,韩莞颖,北京,夏装,小型企业,2024-2-2,张怡莲,661.5,0,7,0,1,1696.38,2,0,1,0
